City,PM2.5,PM10,NO2,CO,O3,AQI,Year
Bengaluru,55.03,117.02,29.98,1.16,34.67,111,2016
Bengaluru,41.23,69.46,27.4,0.7,37.6,90,2016
Bengaluru,43.91,100.27,31.23,0.83,36.94,78,2016
Bengaluru,52.08,109.02,32.63,0.83,37.14,94,2016
Bengaluru,46.94,120.41,28.38,0.62,46.92,95,2016
Bengaluru,49.03,130.54,30.8,0.76,62.56,112,2016
Bengaluru,57.78,150.94,41.03,0.73,71.14,124,2016
Bengaluru,52.72,127.44,37.57,0.72,77.53,122,2016
Bengaluru,38.42,121.18,38.81,0.63,57.77,99,2016
Bengaluru,29.96,82.83,36.67,0.37,14.2,44,2016
Bengaluru,27.64,56.85,25.66,0.91,15.65,38,2016
Bengaluru,35.8,130.25,25.46,1.9,22.33,102,2016
Bengaluru,40.13,133.97,34.52,0.99,48.83,189,2016
Bengaluru,43.6,135.71,30.86,0.57,56.67,101,2016
Bengaluru,48.93,81.908,26.23,0.62,45.24,86,2016
Bengaluru,42.21,83.33,38.1,0.46,49.29,95,2016
Bengaluru,102.01,182.79,44.31,0.69,44.48,120,2016
Bengaluru,91.6,141.03,31.76,3,16.37,101,2016
Bengaluru,47.76,173.09,39.92,2.6,33.28,335,2016
Bengaluru,86.62,152.15,32.55,1.05,46.95,140,2016
Bengaluru,46.12,158.04,33.94,1.22,43.76,133,2016
Bengaluru,46.87,164.12,36.46,0.89,38.04,113,2016
Bengaluru,53.71,171.52,37.49,0.85,35.33,117,2016
Bengaluru,49.9,176.99,38.97,0.67,26.27,124,2016
Bengaluru,59.3,194.37,37.55,0.81,31.34,120,2016
Bengaluru,49.69,170.26,31.49,1.88,28.52,160,2016
Bengaluru,45.84,137.86,26.72,0.87,39.83,114,2016
Bengaluru,22.14,78.55,26.06,0.72,20.83,103,2016
Bengaluru,18.3,102.86,30.35,0.82,11.42,67,2016
Bengaluru,24.44,136.05,23.2,1.66,8.61,125,2016
Bengaluru,23.63,124.78,30.2,2.95,9.8,209,2016
Bengaluru,36.97,155.51,44.45,1.7,15.37,200,2016
Bengaluru,40.72,132.73,44.74,0.65,20.32,101,2016
Bengaluru,32.59,128.54,43.67,0.69,16.42,85,2016
Bengaluru,44.96,135,40.56,1.19,13.5,163,2016
Bengaluru,30.37,124.8,37.24,0.46,6.73,75,2016
Bengaluru,24.98,138.06,42.15,1.76,8.43,132,2016
Bengaluru,42.19,131.75,25.22,1.46,22.58,119,2016
Bengaluru,204.25,67.992,22.25,0.97,18.31,342,2016
Bengaluru,30.72,180.88,23.41,0.54,22.5,104,2016
Bengaluru,28.47,142.64,37.05,1.15,12.13,93,2016
Bengaluru,34.57,137.45,37.38,1.39,7.08,134,2016
Bengaluru,36.97,143.58,38.93,1.63,13.37,103,2016
Bengaluru,35.21,130.91,40.15,0.79,26.23,90,2016
Bengaluru,37.8,144.73,40.9,0.73,25.9,97,2016
Bengaluru,19.09,121.19,35.67,0.71,18.88,93,2016
Bengaluru,19.68,99.9,24.18,0.46,16.53,74,2016
Bengaluru,39.64,176.96,30.67,0.28,28.61,75,2016
Bengaluru,43.67,150.64,72.51,0.74,37.75,100,2016
Bengaluru,57.79,141.76,79.24,0.62,11.26,112,2016
Bengaluru,39.11,145.35,46.39,0.71,52.62,114,2016
Bengaluru,34.02,121.66,49.47,0.84,34.44,104,2016
Bengaluru,53.5,111.09,41.33,0.7,23.74,90,2016
Bengaluru,38.53,80.87,20.7,0.2,17.27,84,2016
Bengaluru,44.9,112.78,30.07,0.46,40.468,76,2016
Bengaluru,54.65,134.46,44.47,0.57,49.152,93,2016
Bengaluru,40.96,128.38,47.25,0.74,41.16,106,2016
Bengaluru,20.13,105.61,42.34,0.77,25.9,88,2017
Bengaluru,19.61,105.34,40.94,0.68,29.95,83,2017
Bengaluru,26.66,106.4,49.02,0.74,31.55,87,2017
Bengaluru,36.93,118.86,38.48,0.76,39.09,91,2017
Bengaluru,36.09,114.62,36.01,0.63,35.78,85,2017
Bengaluru,41.53,131.53,39.13,0.59,39.95,88,2017
Bengaluru,47.48,140.54,40.87,0.79,43.82,106,2017
Bengaluru,37.61,124.94,33.21,0.67,39.25,95,2017
Bengaluru,43.11,136.23,44.61,0.86,38.14,87,2017
Bengaluru,74.1,125.23,37.38,0.61,59.48,130,2017
Bengaluru,42.42,142.13,47.35,1.02,56.92,132,2017
Bengaluru,24.26,140.88,44.12,0.68,52.42,110,2017
Bengaluru,31.22,108.09,26.86,0.55,50.8,91,2017
Bengaluru,29.21,55.726,13.26,1.661241539,63.14,78,2017
Bengaluru,26.3,76.754,11.83,1.661241539,58.37,71,2017
Bengaluru,31.65,128.58,34.1,0.53,53.3,66,2017
Bengaluru,37.02,130.28,52.33,1.3,23.722,94,2017
Bengaluru,39.68,111.56,47.26,0.67,61.574,117,2017
Bengaluru,31.59,104.2,42.72,1.03,23.522,87,2017
Bengaluru,39.92,116.54,47.16,0.6,54.666,85,2017
Bengaluru,40.34,103.46,67.51,0.61,38.044,98,2017
Bengaluru,57.842,102.7,76.4,0.58,21.298,98,2017
Bengaluru,49.45,125.79,67.63,0.71,40.748,111,2017
Bengaluru,41.55,121.2,45.39,5.28,51.39,100,2017
Bengaluru,34.96,114.94,41.5,6.42,49.67,168,2017
Bengaluru,27.04,109.75,28.01,7.32,47.81,182,2017
Bengaluru,23.36,87.39,46.38,8.19,19.01,174,2017
Bengaluru,10.26,65.08,63.82,7.67,20.22,210,2017
Bengaluru,6.8,59.96,39.99,6.65,17.63,214,2017
Bengaluru,31.79,83.98,40.89,7.54,34.35,230,2017
Bengaluru,37.81,81.51,40.55,1.55,47.14,97,2017
Bengaluru,27.42,81.76,43.93,1.87,39.53,101,2017
Bengaluru,49.35,82.75,58.2,6.34,72.53,94,2017
Bengaluru,32.16,93.4,43.39,15.93,50.44,207,2017
Bengaluru,32.08,91.91,19.23,14.89,60.82,270,2017
Bengaluru,29.93,114.388,19.93,11.68,58.61,269,2017
Bengaluru,32.73,117.9,45.2,15.22,60.34,273,2017
Bengaluru,43.1,102.65,64.19,12.47,65.58,238,2017
Bengaluru,41.94,91.18,45.34,9.04,64.64,200,2017
Bengaluru,38.04,103.85,45.51,0.58,12.28,69,2017
Bengaluru,36.09,102.51,41.63,0.66,13.96,77,2017
Bengaluru,29.54,93.69,51.47,1.01,41.88,109,2017
Bengaluru,27.65,81.87,57.48,0.68,43.53,80,2017
Bengaluru,30.98,71.6,44.34,0.5,23.98,59,2017
Bengaluru,34.94,71.16,49,0.87,20.496,71,2017
Bengaluru,40.41,78.71,64.96,1.08,39.94,83,2017
Bengaluru,34.8,86.61,70.5,1.25,35.332,83,2017
Bengaluru,47.98,114.34,70.87,1.4,42.012,95,2017
Bengaluru,47.56,99.64,80.24,1.08,24.862,96,2017
Bengaluru,41.4,108.35,102.78,1.13,29.154,92,2017
Bengaluru,53.85,115.91,95.12,1.14,41.402,90,2017
Bengaluru,52.93,122.79,75.14,0.86,51.762,104,2017
Bengaluru,42.13,116.85,51.89,1.11,66.01,106,2017
Bengaluru,44.09,107.48,49.76,0.38,45.32,99,2017
Bengaluru,42.73,92.91,47.21,0.4,21.94,83,2017
Bengaluru,40.96,86.08,35.46,0.34,19.64,75,2017
Bengaluru,35.66,90.69,32.39,0.39,34.75,73,2017
Bengaluru,37.55,85.57,38.99,0.46,25.64,70,2017
Bengaluru,31.19,87.32,43.09,0.46,27.08,71,2017
Bengaluru,39.98,98.33,72.79,0.36,32.88,71,2017
Bengaluru,36.36,85.55,51.16,0.38,22.95,75,2017
Bengaluru,29.87,89.98,40.71,1.01,22.65,104,2017
Bengaluru,28.41,75.22,41.35,0.53,13.85,57,2017
Bengaluru,23.15,78.15,25.6,0.39,20.8,59,2017
Bengaluru,26.67,74.17,29.12,0.35,19.79,54,2017
Bengaluru,27.87,81.97,38.6,0.35,25.64,59,2017
Bengaluru,31.78,84.76,41.89,0.79,29.59,102,2017
Bengaluru,32.53,98.45,38.79,0.35,16.07,72,2017
Bengaluru,29.4,71.8,22.5,0.21,29.37,66,2017
Bengaluru,28.94,76.71,25.81,0.22,26.56,56,2017
Bengaluru,27.07,65.19,28.21,0.13,30.11,66,2017
Bengaluru,42.64,98.52,26.88,0.26,19.9,55,2017
Bengaluru,21.93,70.51,25.17,0.46,11.13,69,2017
Bengaluru,17.99,66.24,23.84,0.28,8.93,44,2017
Bengaluru,27.59,63.81,23.73,0.21,28.92,54,2017
Bengaluru,39.28,107.17,30.51,0.16,47.72,98,2017
Bengaluru,32.33,87.57,30.75,0.78,66.57,99,2017
Bengaluru,32.31,81.68,21.08,0.2,57.26,95,2017
Bengaluru,38.73,105.25,29.11,0.3,60.19,87,2017
Bengaluru,36.42,95.55,30.76,0.48,42.51,83,2017
Bengaluru,43.96,105.81,32.28,0.55,36.22,74,2017
Bengaluru,44.26,102.04,41.3,0.68,42.18,89,2017
Bengaluru,67.75,107.42,39.52,0.48,43.89,140,2017
Bengaluru,47.51,114.14,40.07,0.56,52.37,104,2017
Bengaluru,53.63,116.45,35.29,0.3,68.34,99,2017
Bengaluru,40.42,114.11,27.16,0.13,45.77,90,2017
Bengaluru,55.94,105.81,30.4,0.25,40.7,82,2017
Bengaluru,41.83,89.06,23.82,0.32,52.94,112,2017
Bengaluru,46.83,69.68,27.69,0.14,47.33,90,2017
Bengaluru,55.9,94.22,37.77,0.26,53.42,112,2017
Bengaluru,51.65,108.37,37.78,0.51,61.72,124,2017
Bengaluru,32.61,104.58,30.53,0.48,66.27,113,2017
Bengaluru,39.37,106.07,41.21,0.68,68.42,117,2017
Bengaluru,36.85,99.33,25.76,0.54,72.54,120,2017
Bengaluru,29.5,78.34,20.83,0.44,69.06,94,2017
Bengaluru,29.52,92.48,19.83,0.33,66.84,110,2017
Bengaluru,31.08,79.87,24.61,0.46,68.4,94,2017
Bengaluru,36.66,103.5,34.42,0.68,45.04,82,2017
Bengaluru,29.29,89.11,28.32,0.48,37.96,75,2017
Bengaluru,43,90.64,34.64,0.74,60,99,2017
Bengaluru,31.18,92.2,34.13,0.44,60,99,2017
Bengaluru,50.84,84.95,27.24,0.61,17.79,78,2017
Bengaluru,50.54,105.34,37.62,0.56,75.93,108,2017
Bengaluru,51.33,104.38,39.64,0.55,63.27,107,2017
Bengaluru,35.01,101.83,45.01,0.69,60.39,106,2017
Bengaluru,29.02,102.67,32.75,0.44,66.23,105,2017
Bengaluru,34.86,79.44,27.93,0.44,83.69,86,2017
Bengaluru,38.46,66.4,24.41,0.44,91.3,77,2017
Bengaluru,38.13,84.63,25.49,0.52,81.46,92,2017
Bengaluru,29.75,56.29,24.78,0.43,47.22,81,2017
Bengaluru,21.53,80.41,24.41,0.47,54.16,75,2017
Bengaluru,25.46,62.1,22.79,0.45,24.41,64,2017
Bengaluru,28.49,74.8,23.6,0.08,7.03,50,2017
Bengaluru,34.85,72.888,32.57,1.661241539,21.33,59,2017
Bengaluru,29.88,108.62,31.4,0.19,27,66,2017
Bengaluru,33.95,110.88,42.65,0.7,48.16,92,2017
Bengaluru,40.01,100.72,38.94,0.67,27.84,87,2017
Bengaluru,62.07,84.02,32.77,0.49,61.69,96,2017
Bengaluru,38.44,76.53,39.84,0.44,43.66,139,2017
Bengaluru,13.3,111.3,45.34,0.46,22.75,65,2017
Bengaluru,20.32,80.58,31.84,0.39,39.36,77,2017
Bengaluru,24.2,78.44,41.08,0.35,24.89,60,2017
Bengaluru,66.24,87.15,35.96,0.48,28.408,84,2017
Bengaluru,42.2,90.14,43.35,0.47,17.45,94,2017
Bengaluru,28.27,85.96,42.47,0.62,6.19,80,2017
Bengaluru,40.02,92.31,37.46,0.49,38.982,89,2017
Bengaluru,30.26,76.29,29.37,0.4,29.52,98,2017
Bengaluru,27.66,57.56,31.17,0.43,52.55,82,2017
Bengaluru,32.01,57.82,31.86,0.23,33.71,69,2017
Bengaluru,23.19,74.07,32.79,0.18,25.26,41,2017
Bengaluru,28.52,35.51,39.12,0.42,36.74,53,2017
Bengaluru,50.58,62.09,23.23,0.52,10.9,68,2017
Bengaluru,120.56,73.92,26.63,0.49,18.96,156,2017
Bengaluru,25.22,73.47,30.63,0.54,16.82,101,2017
Bengaluru,14.94,50.05,26.57,0.52,38.46,52,2017
Bengaluru,19.1,65.84,29.5,0.36,34.53,56,2017
Bengaluru,22.93,65.3,26.74,0.38,45.09,67,2017
Bengaluru,36.58,59.73,27.92,0.66,13.13,70,2017
Bengaluru,20.87,45.38,32.01,0.56,21.6,64,2017
Bengaluru,17.43,68.76,37.75,0.37,21.87,50,2017
Bengaluru,12.53,50.36,34.15,0.37,23.31,59,2017
Bengaluru,16.58,69.24,33.06,0.33,13.76,44,2017
Bengaluru,25.83,63.33,37.11,0.41,20.05,58,2017
Bengaluru,19.58,58.26,30.27,0.33,26.67,62,2017
Bengaluru,21.39,59.53,29.53,0.38,16.72,57,2017
Bengaluru,24.85,69,26.78,0.41,11.46,66,2017
Bengaluru,18.21,44.46,29.32,0.42,18.34,47,2017
Bengaluru,19.75,52.33,25.4,0.28,12.12,41,2017
Bengaluru,21.08,60.65,26.89,0.34,9.02,43,2017
Bengaluru,23.2,56.28,25.22,0.26,9.85,46,2017
Bengaluru,22.87,77.5,27.67,0.17,9.92,42,2017
Bengaluru,22.79,59.56,31.62,0.68,10.13,54,2017
Bengaluru,20.19,60.05,32.25,0.35,8.69,52,2017
Bengaluru,20.98,56.9,33.91,0.3,8.19,42,2017
Bengaluru,13.39,42.63,24.89,0.71,7.55,28,2017
Bengaluru,21.81,82.88,31.17,0.98,8.38,29,2017
Bengaluru,22.93,49.92,30.17,0.85,7.92,54,2017
Bengaluru,22.94,32.85,27.88,0.53,10.29,47,2017
Bengaluru,20.75,75.64,25.47,0.59,14.64,51,2017
Bengaluru,23.65,82.24,27.84,0.65,19.12,55,2017
Bengaluru,19.78,91.96,31.35,0.61,19.88,54,2017
Bengaluru,16.51,77.75,30.97,0.54,19.08,51,2017
Bengaluru,19.12,65.59,28.24,0.58,19.47,45,2017
Bengaluru,21.6,100.65,28.56,0.8,19.68,44,2017
Bengaluru,19.77,95.84,29.47,0.63,21.06,59,2017
Bengaluru,24.56,112.8,31.52,0.87,20.85,76,2017
Bengaluru,24.66,89.59,31.25,0.62,18.43,65,2017
Bengaluru,24.18,87.23,30.54,0.56,20.06,60,2017
Bengaluru,17.82,92.85,26.38,0.63,9.1,57,2017
Bengaluru,16.61,85.76,25.73,0.58,10.17,50,2017
Bengaluru,24.03,90.54,25.75,0.61,7.75,53,2017
Bengaluru,19.58,110.37,30.5,0.6,13.04,70,2017
Bengaluru,21.05,71.41,26.66,0.62,8.43,60,2017
Bengaluru,24.53,38.64,30.26,0.58,13.82,54,2017
Bengaluru,25.35,123.16,45.04,0.55,10.04,60,2017
Bengaluru,25.16,89.68,39.31,0.56,7.84,71,2017
Bengaluru,31.13,96.37,37.52,1.16,8.44,138,2017
Bengaluru,37.61,111.77,38.89,0.83,8.39,78,2017
Bengaluru,37.34,97.49,34.73,0.6,8.99,82,2017
Bengaluru,36.44,78.38,31.89,0.42,9.92,76,2017
Bengaluru,35.4,107.39,33.89,0.69,10.32,76,2017
Bengaluru,25.33,129.55,39.99,0.67,11.34,92,2017
Bengaluru,30.07,110.45,68.84,1.64,10.47,160,2017
Bengaluru,25.82,93.48,68.34,0.69,10.21,92,2017
Bengaluru,61.996,82.18,32.27,0.59,9.67,85,2017
Bengaluru,53.248,87.64,30.38,0.62,8.98,93,2017
Bengaluru,80.768,79.21,27.42,0.52,9.26,87,2017
Bengaluru,313.59,120.31,32.94,0.69,9.39,108,2017
Bengaluru,35.29,109.11,31.08,0.6,9.34,112,2017
Bengaluru,33.44,102.45,29.55,0.63,10.61,102,2017
Bengaluru,29.38,88.16,29.5,0.64,12.44,78,2017
Bengaluru,27.64,76.48,26.82,0.68,18.42,67,2017
Bengaluru,28.97,95.74,30.58,1.53,24.82,74,2017
Bengaluru,22.68,96.47,30.3,0.67,47.62,72,2017
Bengaluru,22.43,112.32,32.43,0.6,47.14,82,2017
Bengaluru,17.2,98.67,31.1,0.52,23.82,61,2017
Bengaluru,21.05,110.36,30.06,0.58,44.94,68,2017
Bengaluru,18.45,82.75,29.79,0.62,27.09,68,2017
Bengaluru,16.44,66.58,31.75,0.68,30.16,60,2017
Bengaluru,31.68,87.62,31.34,0.65,54.5,61,2017
Bengaluru,21.53,104.24,31.7,1.12,41.97,111,2017
Bengaluru,20.15,120.48,33.19,1.35,53.85,132,2017
Bengaluru,17.34,117.82,32.36,1.08,24.37,107,2017
Bengaluru,24.23,111.03,31.45,1.08,42.69,109,2017
Bengaluru,28.54,99.2,30.72,1.4,50.04,164,2017
Bengaluru,23.68,105.63,30.53,0.59,51.12,85,2017
Bengaluru,24.49,95.5,31.02,0.59,55.9,83,2017
Bengaluru,21.77,77.97,28.74,1.17,51.05,122,2017
Bengaluru,27.91,88.52,29.8,1.07,56.82,119,2017
Bengaluru,22.36,91.72,29.57,1.07,23.6,94,2017
Bengaluru,27.27,90.24,28.65,0.48,45.36,89,2017
Bengaluru,26.57,91.01,26.22,1.5,54.93,136,2017
Bengaluru,20.74,91.07,26.36,1.77,41.25,130,2017
Bengaluru,17.67,74.63,25.46,2.95,39.16,160,2017
Bengaluru,13.74,62.14,25.64,0.63,25.85,55,2017
Bengaluru,17.69,78.23,27.5,1.27,30.04,106,2017
Bengaluru,15.21,81.72,27.33,2.44,6.06,127,2017
Bengaluru,22.82,88.33,27.76,2.91,54.59,176,2017
Bengaluru,21.07,99.54,27.75,2.01,48.17,143,2017
Bengaluru,22.31,92.2,29.38,0.95,33.6,74,2017
Bengaluru,14.14,77.12,27.85,0.61,9.71,50,2017
Bengaluru,10.11,71.85,32.5,0.68,16.65,56,2017
Bengaluru,3.91,61.7,32.46,0.86,18.87,50,2017
Bengaluru,4.69,116.59,32.78,1.14,23.74,67,2017
Bengaluru,19.41,115.3,32.52,0.96,26.54,82,2017
Bengaluru,20.88,68.12,29.7,0.64,7.35,70,2017
Bengaluru,17.91,60.6,24.95,1.01,20.51,65,2017
Bengaluru,18.42,78.23,29.56,1.25,21.86,70,2017
Bengaluru,14.92,57.1,30.9,0.61,21.39,64,2017
Bengaluru,18.66,53.12,27.62,0.68,20.13,57,2017
Bengaluru,10.89,61.8,29.64,1.02,11.17,63,2017
Bengaluru,14.53,88.86,28.09,0.95,16.04,48,2017
Bengaluru,18.87,89.66,26.93,0.89,20.89,63,2017
Bengaluru,18.18,75.76,26.59,0.85,27.15,62,2017
Bengaluru,59.05,66.25,27.01,0.71,21.84,68,2017
Bengaluru,97.97,49.59,25.15,0.57,19.86,172,2017
Bengaluru,14.19,72.62,26.25,0.97,19.83,91,2017
Bengaluru,11.71,48.41,26.08,0.67,7.65,39,2017
Bengaluru,17.58,89.92,28.01,0.86,13.12,47,2017
Bengaluru,16.33,100.74,28.51,1.01,14.98,57,2017
Bengaluru,20.42,90.87,26.31,0.85,16.33,56,2017
Bengaluru,24.96,111.68,26.74,0.77,24.66,69,2017
Bengaluru,158.67,86.06,26.66,1.25,13.48,200,2017
Bengaluru,114.92,87.12,31.99,0.82,15.86,135,2017
Bengaluru,14.2,59.94,30.59,0.68,29.74,107,2017
Bengaluru,39.74,85.24,30.16,0.77,23.83,74,2017
Bengaluru,14.2,98.1,28.6,1.34,23.99,79,2017
Bengaluru,21.2,49.13,28.55,0.63,27.63,101,2017
Bengaluru,9.57,100.44,30.93,0.7,12.5,60,2017
Bengaluru,32.86,72.73,30.75,0.91,34.54,75,2017
Bengaluru,22.63,83.19,36.31,0.69,15.06,114,2017
Bengaluru,14.52,93.49,39.24,0.68,9.66,57,2017
Bengaluru,15.27,115.56,42.37,0.73,9.5,68,2017
Bengaluru,17.48,104.51,39.09,0.73,11.3,68,2017
Bengaluru,16.5,108.42,34.8,0.67,12.87,59,2017
Bengaluru,14.05,90.68,29.42,0.94,28.38,63,2017
Bengaluru,8.58,71.81,31.38,0.58,18.53,52,2017
Bengaluru,8.49,92.8,31.42,0.37,14.39,49,2017
Bengaluru,7.02,52.78,31.84,0.42,5.9,40,2017
Bengaluru,8.57,66.31,28.46,0.42,6.18,43,2017
Bengaluru,7.68,87.05,29.35,0.42,19.64,44,2017
Bengaluru,10.21,81.53,28.47,0.47,25.61,52,2017
Bengaluru,12.64,80.51,28.19,0.38,24.16,51,2017
Bengaluru,17.93,80.49,27.46,0.35,28.96,51,2017
Bengaluru,21.62,91.14,30.95,0.4,41.31,76,2017
Bengaluru,23.7,112.5,35.09,0.49,29.38,76,2017
Bengaluru,19.26,53.18,29.23,0.4,24.14,57,2017
Bengaluru,22.47,76.88,29.13,0.48,27.37,65,2017
Bengaluru,28.3,50.86,38.34,0.57,7.85,83,2017
Bengaluru,21.59,90.26,24.81,0.32,21.6,56,2017
Bengaluru,22.36,71.25,29.64,0.5,8.95,58,2017
Bengaluru,30.65,68.52,26.24,0.45,29.89,61,2017
Bengaluru,20.01,57.46,27.01,0.38,21.92,66,2017
Bengaluru,20.5,46.54,25.68,0.52,34.02,69,2017
Bengaluru,22.85,63.75,25.43,0.49,29.93,62,2017
Bengaluru,121.63,67.04,24.72,0.57,30.31,125,2017
Bengaluru,21.36,42.33,32.24,0.66,10.53,126,2017
Bengaluru,24.73,55.39,28.49,0.6,28.31,80,2017
Bengaluru,29.16,70.61,26.77,0.58,21.99,70,2017
Bengaluru,78.14,65.04,22.5,0.58,35.86,104,2017
Bengaluru,26.08,71.87,25,1.35,20.43,83,2017
Bengaluru,32.21,73.85,29.03,2.02,45.08,130,2017
Bengaluru,22.5,62.71,31.64,0.64,34.99,79,2017
Bengaluru,27.29,54.56,30.86,0.57,22.7,71,2017
Bengaluru,24.83,52.24,30.63,0.5,14.59,61,2017
Bengaluru,32.61,44.65,28.07,0.48,9.9,67,2017
Bengaluru,40.34,50.86,34.04,0.46,13.39,73,2017
Bengaluru,21.63,76.61,29.07,0.43,15.03,58,2017
Bengaluru,27.86,118.88,35.25,0.55,17.23,64,2017
Bengaluru,39.39,188.67,41.73,0.62,27.54,98,2017
Bengaluru,44.66,147.94,32.42,0.57,34.64,98,2017
Bengaluru,79.76,264.9,40.38,0.58,38.72,177,2017
Bengaluru,39.67,157.62,32.18,0.87,34.89,129,2017
Bengaluru,22.44,118.74,31.05,0.79,28.1,79,2017
Bengaluru,26.85,123.41,33.32,1.08,33.95,80,2017
Bengaluru,42.56,176.27,44.63,1.26,27.3,94,2017
Bengaluru,35.29,134.15,43.04,1.59,20.57,96,2017
Bengaluru,25.49,88.04,39.14,1.22,12.69,75,2017
Bengaluru,26.03,87.11,36.53,1.03,19.69,66,2017
Bengaluru,37.38,91.81,39.18,1.55,32.07,80,2017
Bengaluru,47.47,100.35,39.01,1.08,36.67,98,2017
Bengaluru,45.49,82.59,32.5,0.77,32.74,102,2017
Bengaluru,122.41,68.08,33.67,0.84,47.84,120,2017
Bengaluru,39.88,56.91,24.85,0.48,43.92,141,2017
Bengaluru,66.54,57.13,26.81,0.44,44.38,120,2017
Bengaluru,58.73,73.54,29.41,0.56,52.18,159,2017
Bengaluru,41.02,64.65,34.07,0.76,43.23,125,2017
Bengaluru,26.7,29.28,29.05,0.69,17.19,59,2017
Bengaluru,22.05,27.3,29.82,0.75,6.75,49,2017
Bengaluru,27.98,42.42,33.64,0.82,7.02,68,2017
Bengaluru,26.89,40.08,33.43,0.86,13.74,54,2017
Bengaluru,25.94,66.25,37.65,0.97,30.46,70,2017
Bengaluru,31.21,51.65,30.19,0.9,24.08,75,2017
Bengaluru,32.87,77.14,36.09,0.99,30.86,77,2017
Bengaluru,26.99,72,36.27,0.86,14.76,69,2017
Bengaluru,30.4,57.77,32.51,0.74,43.16,65,2017
Bengaluru,26.94,65.86,30.57,0.91,37.68,68,2017
Bengaluru,30.7,66.28,27.55,0.93,39.31,66,2017
Bengaluru,37.93,78.07,34.47,0.95,34.31,76,2017
Bengaluru,35.72,71.36,30.34,0.89,37.48,81,2017
Bengaluru,34.96,63.17,36.57,0.71,19.28,64,2017
Bengaluru,30.66,59.05,39.44,0.92,15.11,68,2017
Bengaluru,32.21,58.7,36.61,0.91,17.27,62,2017
Bengaluru,25.79,41.37,34.1,0.89,3.14,60,2017
Bengaluru,44.84,46.73,37.02,0.85,15.6,65,2017
Bengaluru,38.07,63.39,42.75,0.98,28.57,87,2017
Bengaluru,17.64,80.23,46.1,0.95,29.13,82,2017
Bengaluru,17.81,81.86,50.65,0.94,38.5,72,2017
Bengaluru,15.67,69.67,48.12,0.9,35.73,69,2017
Bengaluru,10.7,57.05,47.51,0.92,24.36,58,2017
Bengaluru,11.46,65.13,50.06,0.93,22.54,58,2017
Bengaluru,197.41,64.65,39.39,0.77,23.71,82,2017
Bengaluru,74.5,36.84,32.3,0.97,19.73,68,2017
Bengaluru,1.76,19.23,31.43,0.65,4.11,53,2017
Bengaluru,1.72,53.35,35.74,0.62,4.61,26,2017
Bengaluru,32.42,69.73,42.05,0.86,8.9,54,2017
Bengaluru,18.72,71.86,42.47,0.86,24.47,68,2017
Bengaluru,11.27,63.98,40.08,0.7,12.45,63,2017
Bengaluru,93.7,92.18,44.52,0.89,37.126,83,2017
Bengaluru,70.22,77.97,47.64,1.27,36.136,96,2017
Bengaluru,103.18,93.55,66.21,1.05,38.332,120,2017
Bengaluru,90.59,108.41,62.95,1.1,48.482,148,2017
Bengaluru,81.28,117.05,57.89,1.06,39.564,133,2017
Bengaluru,63.5,85.74,38.93,0.78,37.78,143,2017
Bengaluru,64.03,85.6,33.87,0.57,28.156,86,2017
Bengaluru,64.146,93.92,39.02,0.79,27.408,75,2017
Bengaluru,161.35,73.5,43.69,0.94,43.256,86,2017
Bengaluru,85.57,55.14,81.78,0.96,50.814,122,2017
Bengaluru,75.91,63.26,42.57,0.8,31.346,119,2017
Bengaluru,79.75,69.56,48.64,0.89,56.518,100,2017
Bengaluru,84.85,81.51,63.33,0.89,37.574,108,2017
Bengaluru,76.92,72.71,50.27,0.97,50.558,112,2017
Bengaluru,107.9,70.28,80.93,1,32.818,110,2017
Bengaluru,84.55,62.23,115.11,0.95,49.728,131,2017
Bengaluru,71.71,58.04,142.35,0.95,29.258,93,2017
Bengaluru,56.14,60.26,61.7,0.9,40.644,91,2017
Bengaluru,48.78,38.57,31.49,0.69,24.26,70,2017
Bengaluru,159.52,45.31,29.62,0.71,35.174,91,2017
Bengaluru,63.3,60.95,32.19,0.81,45.4,174,2017
Bengaluru,73.7,87.05,44.73,0.91,46.72,99,2017
Bengaluru,62.76,83.3,44.56,0.96,52.72,109,2017
Bengaluru,32.57,74.48,48.73,1.13,17.18,85,2017
Bengaluru,26.74,70.68,42.6,1.06,33.48,77,2017
Bengaluru,18.29,59.11,41.94,1.02,32.36,72,2017
Bengaluru,38.06,74.54,42.23,1.04,25.89,73,2018
Bengaluru,35.12,78.63,41.7,1,24.78,86,2018
Bengaluru,28.84,69.71,50.19,1.09,35.27,84,2018
Bengaluru,24.57,80.05,46.14,0.96,46.62,86,2018
Bengaluru,24.31,93.29,52.5,1.04,51.89,95,2018
Bengaluru,30.02,94.22,51.77,0.98,59.57,102,2018
Bengaluru,40.05,94.39,49.36,0.99,62.13,104,2018
Bengaluru,34.88,77.23,46.38,0.93,76.84,93,2018
Bengaluru,28.74,76.89,43.41,0.96,70.18,84,2018
Bengaluru,31.37,71,29.81,0.89,54.29,75,2018
Bengaluru,54.32,63.45,45.27,0.96,37.03,76,2018
Bengaluru,37.55,76.54,36.51,1.35,48.6,115,2018
Bengaluru,36.12,98.69,43.3,0.93,47.39,101,2018
Bengaluru,34.43,110.99,44.87,1.29,53.1,118,2018
Bengaluru,38.84,100.57,33.96,0.89,66.4,98,2018
Bengaluru,41.35,99.23,41.68,0.92,59.88,92,2018
