City,PM2.5,PM10,NO2,CO,O3,AQI,Year
Visakhapatnam,56.29,120.8,24.96,0.75,116.88,170,2018
Visakhapatnam,72.47,131.34,21.2,0.75,133.4,170,2018
Visakhapatnam,57.22,108.41,18.49,0.73,101.83,139,2018
Visakhapatnam,54.95,111.88,17.67,0.81,78.71,103,2018
Visakhapatnam,57.21,138.21,20.42,0.7,63.84,131,2018
Visakhapatnam,40.27,97.11,27.34,0.64,37.11,107,2018
Visakhapatnam,42.25,88.83,15.38,0.63,60.08,86,2018
Visakhapatnam,47.82,94.72,16.99,0.66,60.2,96,2018
Visakhapatnam,61.71,120.39,37.42,0.68,84.67,112,2018
Visakhapatnam,89.61,148.52,29.08,0.85,130.07,187,2018
Visakhapatnam,96.08,154.93,21.61,0.89,130.61,213,2018
Visakhapatnam,105.85,59.43,20.12,0.85,119.86,231,2018
Visakhapatnam,114.86,180.89,24.2,0.84,155.27,274,2018
Visakhapatnam,86.25,155.66,32.87,0.65,161.93,282,2018
Visakhapatnam,74.06,141.28,35.65,0.83,162.33,233,2018
Visakhapatnam,69.72,122.47,28.88,0.84,93.69,176,2018
Visakhapatnam,82.35,135.92,27.44,0.84,86.41,160,2018
Visakhapatnam,80.16,144.93,20.91,0.79,98.99,145,2018
Visakhapatnam,78.08,168.15,19.55,0.72,88.9,171,2018
Visakhapatnam,53.03,107.74,22.34,0.61,49.89,130,2018
Visakhapatnam,24.85,42.28,15.9,0.58,51.06,79,2018
Visakhapatnam,5.89,24.42,36.94,0.54,17.13,61,2018
Visakhapatnam,8.6,26.8,20.6,0.46,37.63,49,2018
Visakhapatnam,23.79,46.15,26.7,0.886,44.56,53,2018
Visakhapatnam,43.75,76.9,26.77,3.622,65.79,75,2018
Visakhapatnam,63.48,97.28,29.34,0.62,78.72,91,2018
Visakhapatnam,86.99,132.35,32.17,0.68,105.91,158,2018
Visakhapatnam,87.29,141.81,47.11,0.63,102.54,198,2018
Visakhapatnam,104.71,197.54,78.37,0.91,113.42,230,2018
Visakhapatnam,118.3,193.27,93.1,1.08,116.49,291,2018
Visakhapatnam,111.24,195.18,79.61,0.92,119.87,276,2018
Visakhapatnam,100.63,179.35,58.23,0.73,115.35,255,2018
Visakhapatnam,77.43,137.85,40.68,0.65,104.11,220,2018
Visakhapatnam,70.2,116.5,21.96,0.47,99.99,152,2018
Visakhapatnam,131.6,278.71,103.42,1.26,61.02,278,2019
Visakhapatnam,132.69,265.78,92.32,1.28,91.78,298,2019
Visakhapatnam,148.04,285.83,103.9,1.38,93.29,319,2019
Visakhapatnam,139.55,244.16,92.53,1.25,106.51,315,2019
Visakhapatnam,116.68,170.85,40.15,0.95,146.19,299,2019
Visakhapatnam,132.1,199.8,73.49,1.12,99.07,304,2019
Visakhapatnam,119.16,250.09,87.59,1.2,60.8,307,2019
Visakhapatnam,136.86,297.86,130.26,1.51,72.8,296,2019
Visakhapatnam,137.45,285.72,87.03,1.4,105.07,320,2019
Visakhapatnam,135.46,227.11,67.15,1.08,121.45,309,2019
Visakhapatnam,106.66,161.56,33.85,0.86,113.11,279,2019
Visakhapatnam,115.8,203.73,56.99,1,90.12,291,2019
Visakhapatnam,120.2,206.55,57.3,1.02,96.41,280,2019
Visakhapatnam,203.05,306.16,80.39,1.71,83.48,343,2019
Visakhapatnam,76.5,269.04,63.35,1.24,64.29,281,2019
Visakhapatnam,95.254,185.07,17.39,0.88,153.41,226,2019
Visakhapatnam,102.42,213.54,29.75,0.96,128.67,199,2019
Visakhapatnam,126.4,253.02,58.08,1.12,109.19,274,2019
Visakhapatnam,125.44,228.39,74.49,1.24,99.66,305,2019
Visakhapatnam,125.76,267.76,78.53,1.29,80.84,307,2019
Visakhapatnam,143.69,283.17,62.47,1.3,42.56,313,2019
Visakhapatnam,129.7,254.44,59.43,1.24,17.55,315,2019
Visakhapatnam,118.46,137.7,76.17,1.09,30.27,302,2019
Visakhapatnam,115.56,233.08,47.81,1.16,27.6,281,2019
Visakhapatnam,100.56,198.95,41.78,1.1,7.36,257,2019
Visakhapatnam,45.94,56.4,22.82,0.63,25.44,113,2019
Visakhapatnam,80.45,129.08,17.27,0.78,69.36,101,2019
Visakhapatnam,85.77,138.65,42.57,0.88,51.84,196,2019
Visakhapatnam,79.75,127.43,44.93,0.83,62.36,172,2019
Visakhapatnam,71.88,117.96,33.23,0.71,77.3,160,2019
Visakhapatnam,57.58,106.17,35.5,0.7,89.74,117,2019
Visakhapatnam,53.84,106.93,51.62,0.84,83.16,116,2019
Visakhapatnam,99.81,212.2,71.07,1.19,52.71,205,2019
Visakhapatnam,85.53,245.56,65.16,1.06,60.92,205,2019
Visakhapatnam,71.09,144.15,46.25,0.85,77.64,147,2019
Visakhapatnam,111.01,243.2,74.52,1.32,49.65,228,2019
Visakhapatnam,113.48,275.41,91.99,1.43,40.99,272,2019
Visakhapatnam,118.36,278.92,85.31,1.57,53.62,283,2019
Visakhapatnam,98.9,221.69,63.54,1.15,28.17,277,2019
Visakhapatnam,76.34,140.91,42.83,0.83,21.97,165,2019
Visakhapatnam,76.17,160.862,31.31,0.82,42.82,147,2019
Visakhapatnam,59.05,124.13,28.13,0.68,65.86,126,2019
Visakhapatnam,54.84,126.53,33.09,0.72,69.7,114,2019
Visakhapatnam,59.6,124.4,33.96,0.78,91.09,122,2019
Visakhapatnam,94.42,178.56,60.03,1.06,50.52,182,2019
Visakhapatnam,55.03,94.34,30.02,0.74,59.81,144,2019
Visakhapatnam,67.33,138.24,44.68,0.86,37.87,115,2019
Visakhapatnam,50.92,109.68,34.62,0.81,28.92,109,2019
Visakhapatnam,51.74,100.88,37.14,0.79,17.83,109,2019
Visakhapatnam,33.27,71.67,20.37,0.68,15.31,84,2019
Visakhapatnam,39.61,86.76,24.55,0.72,13.42,82,2019
Visakhapatnam,51.81,115.7,36.12,0.83,17.11,98,2019
Visakhapatnam,52.8,118.58,40.23,0.67,28.71,103,2019
Visakhapatnam,51.41,128.17,47.12,0.84,17.21,118,2019
Visakhapatnam,41.71,144.36,50.67,0.72,20.74,124,2019
Visakhapatnam,48.26,165.39,36.7,1.11,12.13,137,2019
Visakhapatnam,52.58,169.83,28.68,0.89,1.55,148,2019
Visakhapatnam,15.89,52.28,14.77,0.45,24.44,48,2019
Visakhapatnam,26.93,69.05,20.86,0.55,25.91,63,2019
Visakhapatnam,27.8,87.02,24.13,0.73,15.8,78,2019
Visakhapatnam,22.27,91.01,26.61,0.67,12.4,92,2019
Visakhapatnam,42.23,111.52,32.32,0.74,13.43,102,2019
Visakhapatnam,30.85,93.77,23.55,0.67,20.43,104,2019
Visakhapatnam,33.92,81.68,29.37,0.77,27.64,81,2019
Visakhapatnam,27.95,96.17,39.08,0.86,13.08,80,2019
Visakhapatnam,19.08,75.6,36.5,0.61,9.47,79,2019
Visakhapatnam,21.22,93.11,42.49,0.83,9.42,74,2019
Visakhapatnam,30.96,123.07,53.94,0.71,14.33,105,2019
Visakhapatnam,42.54,133.44,51.99,0.71,15.38,121,2019
Visakhapatnam,50.39,159.08,61.21,0.84,16.02,131,2019
Visakhapatnam,43.56,116.19,38.18,0.72,22.29,130,2019
Visakhapatnam,28.18,95.94,25.99,0.59,18.53,107,2019
Visakhapatnam,34.35,105.79,37.82,0.62,15.39,98,2019
Visakhapatnam,30.15,79.98,29.19,0.57,34.91,98,2019
Visakhapatnam,32.39,100.66,43.73,0.68,21.36,100,2019
Visakhapatnam,27.53,72.87,28.71,0.64,20.53,78,2019
Visakhapatnam,23.36,66.43,29.64,0.79,22.21,74,2019
Visakhapatnam,36.33,115.06,42.43,0.96,10.36,91,2019
Visakhapatnam,31.12,105.29,36.11,0.77,13.51,114,2019
Visakhapatnam,31.06,108.14,35.72,0.87,10.46,101,2019
Visakhapatnam,36.77,89.98,35.59,0.83,15.33,99,2019
Visakhapatnam,24.49,64.93,30.89,0.7,8.37,81,2019
Visakhapatnam,24.5,76.36,33.42,0.68,12.09,71,2019
Visakhapatnam,30.49,93.56,33.41,0.77,14.54,87,2019
Visakhapatnam,31.8,102.51,28.23,0.83,15,91,2019
Visakhapatnam,37.15,104.69,36.12,0.86,8.66,103,2019
Visakhapatnam,44.75,133.71,45.4,0.88,8.84,110,2019
Visakhapatnam,43.25,133.41,35.51,0.94,17.23,126,2019
Visakhapatnam,28.42,103.06,36.19,0.95,10.37,108,2019
Visakhapatnam,27.5,89.44,35.23,0.88,9.43,101,2019
Visakhapatnam,27.02,103.61,32.42,0.87,4.48,91,2019
Visakhapatnam,23.63,77.64,25.85,0.72,4.17,96,2019
Visakhapatnam,32.96,109.5,43.6,0.63,9.24,86,2019
Visakhapatnam,25.61,85.39,41.37,0.64,17.83,105,2019
Visakhapatnam,22.42,79.8,22.97,0.8,5.25,81,2019
Visakhapatnam,23.73,81.76,23.77,0.85,5.09,80,2019
Visakhapatnam,33.69,99.18,22.46,0.66,9.26,100,2019
Visakhapatnam,67.47661344,118.4544354,28.97839078,2.345266953,34.91288525,86,2019
Visakhapatnam,27.28,106.57,42.29,0.8,30.51,96,2019
Visakhapatnam,20.65,85.16,31.55,0.71,7.99,99,2019
Visakhapatnam,28.84,107.04,36.27,0.84,7.94,89,2019
Visakhapatnam,31.45,120.82,42.89,0.87,9.43,110,2019
Visakhapatnam,35.3,116.16,33.42,0.8,10.95,114,2019
Visakhapatnam,31.25,102.2,24.69,0.75,7.71,111,2019
Visakhapatnam,22.48,68.45,18.99,0.65,8,88,2019
Visakhapatnam,21.76,73.93,28.49,0.71,8.68,71,2019
Visakhapatnam,25.62,86.99,44.16,0.79,7.01,79,2019
Visakhapatnam,29.58,78.81,33.58,0.65,23.29,85,2019
Visakhapatnam,26.19,68.03,26.87,0.61,17.99,72,2019
Visakhapatnam,21.88,60.43,22.74,0.6,8.57,63,2019
Visakhapatnam,37.51,114.06,23.73,0.88,8.22,83,2019
Visakhapatnam,38.9,120.33,27.19,0.79,11.15,116,2019
Visakhapatnam,29.45,96.85,23.62,1.01,9.02,113,2019
Visakhapatnam,25.92,104.1,19.16,0.83,8.65,102,2019
Visakhapatnam,18.89,65.88,15.71,0.61,7.06,85,2019
Visakhapatnam,12.9,52.79,15.86,0.61,10.51,56,2019
Visakhapatnam,13.18,50.34,18.79,0.58,10.63,46,2019
Visakhapatnam,15.1,55.1,35.9,0.57,5.82,50,2019
Visakhapatnam,59.67,198.42,49.52,1.16,25.37,97,2019
Visakhapatnam,52.61,180.09,32.12,0.86,36.58,175,2019
Visakhapatnam,65.23,220.1,42.18,0.95,32.99,160,2019
Visakhapatnam,67.2,216.54,31.58,0.9,26.11,190,2019
Visakhapatnam,56.08,194.4,35.5,0.85,15.57,163,2019
Visakhapatnam,54.82,183.91,22.26,0.64,23.67,166,2019
Visakhapatnam,61.23,188.33,26.94,1.16,33.61,151,2019
Visakhapatnam,56.23,171.44,18.5,0.81,36.53,163,2019
Visakhapatnam,49.08,163.64,11.09,0.87,25.23,140,2019
Visakhapatnam,44.74,147.05,10.19,0.71,24.45,138,2019
Visakhapatnam,43.14,168.58,11.43,0.98,17.65,135,2019
Visakhapatnam,37.06,122.82,10.67,0.69,19.63,129,2019
Visakhapatnam,45,113.4,4.13,0.9,23.34,116,2019
Visakhapatnam,29.21,130.06,19.75,0.84,15.88,111,2019
Visakhapatnam,35.01,127.26,40.82,0.97,16,125,2019
Visakhapatnam,40.21,139.76,42.51,0.96,14.09,117,2019
Visakhapatnam,38.02,124.52,38.62,0.68,11.39,127,2019
Visakhapatnam,31.98,117.35,32,0.79,11.98,108,2019
Visakhapatnam,32.84,120.24,32.44,0.67,11.28,115,2019
Visakhapatnam,26.16,103.66,28.5,0.73,10.02,106,2019
Visakhapatnam,29.8,104.97,29.1,0.77,13.22,101,2019
Visakhapatnam,39.15,123.66,31.19,0.82,17.42,109,2019
Visakhapatnam,57.41,131.82,33.59,0.75,26.98,126,2019
Visakhapatnam,31.75,127.6,34.42,0.79,32.66,120,2019
Visakhapatnam,39.54,117.65,51.29,1.06,29.81,106,2019
Visakhapatnam,33.95,112.15,44.94,0.85,19.85,114,2019
Visakhapatnam,33.91,103.26,42.39,0.8,23.55,111,2019
Visakhapatnam,37.1,107.98,31.49,0.77,24.16,103,2019
Visakhapatnam,45.29,106.33,29.3,0.76,30.85,103,2019
Visakhapatnam,50.58,137.62,33.15,0.79,26.69,87,2019
Visakhapatnam,29.74,101.8,44.6,0.9,19.75,97,2019
Visakhapatnam,42.08,113.64,50.29,0.86,16.86,109,2019
Visakhapatnam,50.27,126.08,31.49,0.85,25.76,88,2019
Visakhapatnam,38.91,123.12,35.15,0.84,22.76,117,2019
Visakhapatnam,45.26,127.45,35.69,0.85,18.08,121,2019
Visakhapatnam,37.51,118.95,32.28,0.74,18.21,109,2019
Visakhapatnam,55.58,133.27,46.77,0.9,31.21,119,2019
Visakhapatnam,47.28,116.44,51.94,0.82,40.04,122,2019
Visakhapatnam,37.53,113.19,49.11,0.74,24.99,99,2019
Visakhapatnam,72.32,131.6,51.42,0.86,21.92,119,2019
Visakhapatnam,27.89,94.44,43.7,0.75,35.08,112,2019
Visakhapatnam,39.18,130.58,54.95,0.97,21.48,101,2019
Visakhapatnam,37.35,138.02,46.38,0.76,24.49,122,2019
Visakhapatnam,40.03,141.42,40.83,0.69,19.68,135,2019
Visakhapatnam,33.4,100.52,53.01,0.78,17.89,109,2019
Visakhapatnam,40.58,120.64,45.39,0.84,25.52,100,2019
Visakhapatnam,59.13,196.5,56.36,1.08,13.25,153,2019
Visakhapatnam,37.62,105.75,38.69,0.89,17.01,126,2019
Visakhapatnam,28.8,66.8,41.36,0.82,21.5,86,2019
Visakhapatnam,56.84,114.49,63.61,1.11,11.88,104,2019
Visakhapatnam,39.46,81.53,37.97,0.73,25.95,98,2019
Visakhapatnam,35.47,71.35,28.75,0.68,24.19,75,2019
Visakhapatnam,22.96,61.28,26.62,0.64,11.66,60,2019
Visakhapatnam,30.65,84.08,27.46,0.79,16.2,73,2019
Visakhapatnam,40.18,105.25,47.96,0.81,19.68,98,2019
Visakhapatnam,30.4,106.57,50.51,0.87,17.03,100,2019
Visakhapatnam,25.84,91.36,42.21,0.8,9.36,105,2019
Visakhapatnam,20.4,77.9,39.65,0.63,11.36,80,2019
Visakhapatnam,29.39,92.4,50.5,0.66,6.8,88,2019
Visakhapatnam,33.41,141.22,43.53,1.02,10.3,107,2019
Visakhapatnam,33.55,139.81,40.73,0.68,11.12,132,2019
Visakhapatnam,33.67,85.62,41.48,0.61,6.21,110,2019
Visakhapatnam,25.58,91.73,39.32,0.7,5.42,80,2019
Visakhapatnam,30.74,139.65,46.97,0.69,6.92,107,2019
Visakhapatnam,26.75,100.5,35.87,0.59,7.95,128,2019
Visakhapatnam,31.12,121.6,40.55,0.83,9.17,129,2019
Visakhapatnam,25.62,106.83,34.25,0.63,9.32,108,2019
Visakhapatnam,20.88,95.85,34.46,0.5,11.47,102,2019
Visakhapatnam,34.28,118.77,41.25,0.52,10.65,110,2019
Visakhapatnam,28.47,84.28,41.79,0.37,4.38,106,2019
Visakhapatnam,41.9,130.91,49.44,0.95,13.19,106,2019
Visakhapatnam,57.36,161.99,59.13,1.07,14.7,143,2019
Visakhapatnam,40.74,106.84,33.3,0.63,25.08,117,2019
Visakhapatnam,58.92,110.31,48.17,0.93,12.78,106,2019
Visakhapatnam,34.17,71.59,24.07,0.57,20.48,89,2019
Visakhapatnam,20.21,48.5,12.57,0.44,24.05,57,2019
Visakhapatnam,20.03,47.3,13.26,0.39,18.31,46,2019
Visakhapatnam,16.74,50.23,17.67,0.49,9.97,49,2019
Visakhapatnam,29.76,102.17,35.69,0.89,12.02,75,2019
Visakhapatnam,29.61,81.88,35.82,1.05,16.25,100,2019
Visakhapatnam,19.61,49.3,40.12,0.67,7.5,78,2019
Visakhapatnam,17.07,54.79,40.79,0.7,4.78,52,2019
Visakhapatnam,27.38,50.55,39.75,0.75,3.57,71,2019
Visakhapatnam,24.48,70.71,38.05,0.93,4.97,53,2019
Visakhapatnam,26.17,96.67,36.98,0.76,8.75,85,2019
Visakhapatnam,32.33,124.88,43.05,0.98,7.18,104,2019
Visakhapatnam,26.12,90.2,34.39,0.88,6.41,113,2019
Visakhapatnam,17.8,58.85,32.18,0.79,3.58,75,2019
Visakhapatnam,25.11,49.19,45.85,0.84,2.98,68,2019
Visakhapatnam,29.95,92.72,38.31,0.99,6.39,83,2019
Visakhapatnam,21.59,57.12,41.77,0.86,6.44,88,2019
Visakhapatnam,22.25,44.55,38.1,0.71,3.96,82,2019
Visakhapatnam,14.45,26.19,35.05,0.56,2.49,52,2019
Visakhapatnam,24.41,82.32,29.55,0.79,6.81,63,2019
Visakhapatnam,30.46,103.55,38.34,0.74,15.62,90,2019
Visakhapatnam,36.4,104.83,40.32,0.82,10.84,98,2019
Visakhapatnam,29.25,82.66,26.37,0.69,12.65,102,2019
Visakhapatnam,42.33,110.48,40.05,1.09,11.31,90,2019
Visakhapatnam,38.76,100.88,29.49,1.04,9.43,101,2019
Visakhapatnam,38.11,101.57,22.38,0.75,15.09,108,2019
Visakhapatnam,44.17,162.64,29.12,1.17,10.91,113,2019
Visakhapatnam,46.96,108.8,16.53,1.06,13.95,96,2019
Visakhapatnam,39.9,91.54,9.45,1.03,19,113,2019
Visakhapatnam,49.19,107.54,13.93,1.35,15.85,112,2019
Visakhapatnam,51.98,128.99,11.32,1.05,11.92,108,2019
Visakhapatnam,36.68,93,9.43,0.7,15.12,112,2019
Visakhapatnam,29.83,81.31,10.6,0.73,21.25,77,2019
Visakhapatnam,45.17,124.19,15.42,1.24,12.48,109,2019
Visakhapatnam,30.77,84.5,11.86,0.88,10.44,97,2019
Visakhapatnam,26.34,57.94,11.76,0.57,4.44,82,2019
Visakhapatnam,35.18,105.31,9.73,0.79,22.84,108,2019
Visakhapatnam,32.64,106.67,9.42,0.65,19.52,109,2019
Visakhapatnam,67.47661344,118.4544354,28.97839078,2.345266953,34.91288525,102,2019
Visakhapatnam,20.11,52.18,36.1,0.71,19.76,62,2019
Visakhapatnam,18.05,52.41,39.29,0.77,14.59,56,2019
Visakhapatnam,23.49,80.31,32.1,0.84,21.65,64,2019
Visakhapatnam,29.19,108.49,35.22,0.94,27.72,98,2019
Visakhapatnam,33.74,106.76,42.43,0.95,17.76,111,2019
Visakhapatnam,35.28,98.36,42.02,0.95,17.79,104,2019
Visakhapatnam,33.52,91.75,41.39,1.03,20.83,93,2019
Visakhapatnam,34.27,97.09,47.83,1.06,17.62,96,2019
Visakhapatnam,39.35,93.44,39.29,0.73,28.48,107,2019
Visakhapatnam,37.09,85.61,33.06,0.68,32.83,86,2019
Visakhapatnam,42.98,98.42,34,0.84,38.86,83,2019
Visakhapatnam,35.14,66.68,15.97,0.47,39.25,91,2019
Visakhapatnam,14.11,45.52,21.64,0.5,18.83,60,2019
Visakhapatnam,9.76,27.66,9.06,0.43,36.58,43,2019
Visakhapatnam,14.75,37.77,20.6,0.54,35.98,53,2019
Visakhapatnam,15.09,80.12,20.87,0.61,18.88,77,2019
Visakhapatnam,6.64,31.12,14.1,0.5,19.18,44,2019
Visakhapatnam,6.63,20.53,18.22,0.59,21.31,42,2019
Visakhapatnam,12.12,31.34,30.68,0.89,16.54,64,2019
Visakhapatnam,15.48,34.22,31.57,0.93,15,84,2019
Visakhapatnam,23.9,50.1,41.9,1.62,14.53,106,2019
Visakhapatnam,35.29,116.42,35.82,1.27,13.48,131,2019
Visakhapatnam,27.57,78.88,29.53,1.19,12.48,89,2019
Visakhapatnam,32.77,99.56,32.42,1.32,13.14,98,2019
Visakhapatnam,27.7,87.41,38.3,0.96,15.39,93,2019
Visakhapatnam,26.46,89.36,42.8,1.24,15.7,97,2019
Visakhapatnam,42.61,185.5,43.36,1.19,11.51,117,2019
Visakhapatnam,26.99,88.4,41.21,0.63,22.9,109,2019
Visakhapatnam,30.49,81.94,55.32,0.85,22.39,74,2019
Visakhapatnam,57.44,157.35,65.83,0.87,23.63,114,2019
Visakhapatnam,25.84,80.25,47.16,0.93,20.76,81,2019
Visakhapatnam,24.45,99.34,45.24,0.72,14.83,100,2019
Visakhapatnam,27.58,112.85,33.36,0.68,21.4,101,2019
Visakhapatnam,28.92,161.21,34.79,0.6,24.13,133,2019
Visakhapatnam,28.02,46.85,27.55,0.56,43.62,147,2019
Visakhapatnam,45.56,72.39,21.17,0.62,66.99,75,2019
Visakhapatnam,32.93,56.18,29.73,0.74,52.67,83,2019
Visakhapatnam,7.02,20.34,24.67,0.56,26.63,48,2019
Visakhapatnam,8.55,22.06,21.09,0.51,28.19,45,2019
Visakhapatnam,10.32,23.93,40.82,0.8,19.51,52,2019
Visakhapatnam,5.29,17.65,25.84,0.53,26.21,64,2019
Visakhapatnam,10.5,23.78,22.41,0.52,27.52,44,2019
Visakhapatnam,15.67,26.01,38.11,0.78,21.41,62,2019
Visakhapatnam,5.08,8.16,29.46,0.69,17.4,74,2019
Visakhapatnam,37.82,88.58,56.87,1.44,19.29,121,2019
Visakhapatnam,18.29,60.5,37.56,0.8,31.21,93,2019
Visakhapatnam,116.65,192.8,41.26,1.11,22.5,132,2019
Visakhapatnam,40.46,61.36,22.82,0.58,28.22,284,2019
Visakhapatnam,31.24,50.3,22.14,0.82,42.64,60,2019
Visakhapatnam,41.58,69.57,35,0.79,43.45,81,2019
Visakhapatnam,63.19,109,42.84,1,37.39,101,2019
Visakhapatnam,78.9,144.14,40.43,1.06,33.46,163,2019
Visakhapatnam,86.71,157.26,43.75,0.95,41.03,134,2019
Visakhapatnam,144.72,259.91,47.03,1.13,55.81,281,2019
Visakhapatnam,109.46,194.85,61.03,1.27,42.93,307,2019
Visakhapatnam,114.41,252.29,66.87,1.25,47.37,271,2019
Visakhapatnam,116.67,183.4,54.7,1.18,60.65,266,2019
Visakhapatnam,97.75,153.08,49.32,0.95,63.15,275,2019
Visakhapatnam,77.22,174.76,76.77,1.05,37.14,169,2019
Visakhapatnam,57.05,142.8,57.39,0.93,33.06,158,2019
Visakhapatnam,38.34,88.54,41.66,0.88,42.15,111,2019
Visakhapatnam,37.12,98.86,43.05,1.1,39.97,105,2019
Visakhapatnam,36.97,104.19,36.46,0.74,51.42,103,2019
Visakhapatnam,41.18,78.79,26.24,0.92,70.23,98,2019
Visakhapatnam,55.7,104.68,30.96,1,78.85,107,2019
Visakhapatnam,59.7,108.74,35.91,1.11,74.13,110,2019
Visakhapatnam,57.56,111.17,38.74,0.84,79.93,109,2019
Visakhapatnam,46.69,92.64,29.13,0.72,69.31,96,2019
Visakhapatnam,46.28,85.5,23.71,0.71,66.6,82,2019
Visakhapatnam,73.45,129.85,24.11,0.76,86.67,105,2019
Visakhapatnam,69.65,120.93,26.1,0.77,92.94,152,2019
Visakhapatnam,51.21,101.16,29.86,0.69,87.78,114,2019
Visakhapatnam,53.08,100.93,33.47,0.75,84.27,106,2019
Visakhapatnam,68.83,119.7,41.14,0.81,79.97,112,2019
Visakhapatnam,90,147,85.93,1.27,43.62,136,2019
Visakhapatnam,93.79,148.19,30.06,0.92,91.45,226,2019
Visakhapatnam,72.71,119.26,28.31,0.85,84.34,169,2019
Visakhapatnam,44.67,80.81,29.73,0.64,63.97,111,2019
Visakhapatnam,61.52,105.51,33.07,0.8,71.8,87,2019
Visakhapatnam,64.34,102.9,29.06,0.8,77.18,134,2019
Visakhapatnam,56.81,94.56,23.67,0.74,78.8,102,2019
Visakhapatnam,65.08,113.55,29.86,0.75,88.44,106,2019
Visakhapatnam,71.12,125.12,33.16,0.82,84.58,132,2019
Visakhapatnam,63.36,113.04,34.16,0.74,82.55,125,2019
Visakhapatnam,76.4,129.34,32.77,0.69,91.88,137,2019
Visakhapatnam,58.41,110.56,42.14,0.69,83.84,129,2019
Visakhapatnam,36.8,73.78,30.32,0.62,66.87,92,2019
Visakhapatnam,17.03,48.31,24.57,0.68,46.24,64,2019
Visakhapatnam,12.79,48.71,30.6,0.91,42,63,2019
Visakhapatnam,24.02,95.84,37.62,0.95,40.3,91,2019
Visakhapatnam,27.82,96.94,39.95,1.03,36.34,97,2019
Visakhapatnam,34.71,112.54,43.66,1.1,34.18,106,2019
Visakhapatnam,37.07,110.43,35.91,0.95,47.92,105,2019
Visakhapatnam,36.82,71.34,25.16,0.89,65.75,85,2019
Visakhapatnam,27.12,54.86,23.35,0.84,54.39,69,2019
Visakhapatnam,46.59,84,26.75,0.96,66.3,76,2019
Visakhapatnam,75.61,121.94,27.03,1.12,74.21,128,2019
Visakhapatnam,75.54,126.76,27,1.14,78.9,143,2019
Visakhapatnam,74.33,124.21,27.03,1.1,77.99,153,2019
Visakhapatnam,68.72,118.43,26.22,1.02,85.54,140,2019
Visakhapatnam,72.61,145.62,38.84,1.12,71.85,136,2019
Visakhapatnam,71.04,115.038,27.8,1.02,88.12,137,2019
Visakhapatnam,80.01,96.37,33.74,1.13,89.28,154,2019
Visakhapatnam,94.38,137.544,41.64,1.44,71.56,186,2019
Visakhapatnam,81.26,133.536,42.48,1.26,75.76,224,2019
Visakhapatnam,62.22,126.248,52.05,1.16,52.37,120,2019
Visakhapatnam,51.79,87.402,48.39,1.24,34.62,101,2019
Visakhapatnam,74.53,98.986,33.5,1.21,42.2,110,2019
Visakhapatnam,41,90.164,20.94,0.74,70.48,133,2019
Visakhapatnam,52.33,99.33,33.7,1.13,70.91,92,2019
Visakhapatnam,66.6,108.15,27.74,1.16,72.08,111,2020
Visakhapatnam,49.66,90.22,29.88,1.08,59.28,94,2020
Visakhapatnam,53.48,92.39,23.58,1.09,62.71,97,2020
Visakhapatnam,22.7,50.19,21.94,0.97,44,74,2020
Visakhapatnam,16.07,43.09,18.26,0.84,52.07,61,2020
Visakhapatnam,48.21,87.02,21.46,0.96,64.14,72,2020
Visakhapatnam,54.65,102.77,27.04,0.95,69.69,100,2020
Visakhapatnam,49.43,93.16,26.01,0.9,72.49,99,2020
Visakhapatnam,73.62,209.75,58.59,1.27,45.51,153,2020
Visakhapatnam,48.07,87.2,23.06,1.02,55.96,110,2020
Visakhapatnam,85.85,138.17,27.96,1.19,73.01,134,2020
Visakhapatnam,73.83,125.02,30.68,1.03,83.49,181,2020
Visakhapatnam,100.48,234.22,69.61,1.41,75.43,178,2020
Visakhapatnam,177.2,326.4,79.29,2.08,44.07,326,2020
Visakhapatnam,89.81,180.44,50.12,1.26,34.36,258,2020
Visakhapatnam,71.06,103.17,31.92,1.05,71.86,160,2020
Visakhapatnam,43.36,81.3,25.07,1.03,59.04,128,2020
Visakhapatnam,42.17,81.73,25.01,1.03,45.73,79,2020
Visakhapatnam,39.3,92.98,29.13,1.04,30.23,93,2020
Visakhapatnam,30.99,79.86,27.19,0.81,45.75,81,2020
Visakhapatnam,25.31,54.82,19.27,0.79,39.57,51,2020
Visakhapatnam,59.54,107.42,22.1,1.02,38.25,84,2020
Visakhapatnam,74.94,166.18,44.31,1.33,27.59,138,2020
Visakhapatnam,74.82,177.62,48.23,1.43,40.41,156,2020
Visakhapatnam,61.94,142.02,41.41,1.23,21.09,140,2020
Visakhapatnam,53.3,128.35,59.38,0.94,16.86,113,2020
Visakhapatnam,52.42,136.94,48.69,1.23,18.65,115,2020
Visakhapatnam,45.66,119.24,38.39,1.14,25.39,122,2020
Visakhapatnam,45.58,105.92,45.59,1.03,24.76,105,2020
Visakhapatnam,56.11,110.18,30.37,0.93,70.53,122,2020
Visakhapatnam,43.35,66.31,33.9,0.98,57.32,98,2020
Visakhapatnam,32.75,50.95,22.34,0.9,60.29,67,2020
Visakhapatnam,39.45,54.88,18.85,0.88,66.17,76,2020
Visakhapatnam,43.56,71.06,55.23,1.31,42.81,82,2020
Visakhapatnam,55.76,128.79,53.14,1.25,35.61,112,2020
Visakhapatnam,31.28,64.27,30.03,0.9,29.32,94,2020
